投苗日期,组织单元,品种,饲养组合,投苗数量
2025-07-28,台州,my3,母,9840
2025-07-28,台州,uhmt2,公,7900
2025-07-28,潍坊,ay2,公,10420
2025-07-28,潍坊,csx5,公,16861
2025-07-28,潍坊,hl4,公,8381
2025-07-28,梧州,uhsh4,母,14880
2025-07-28,湘潭,bx4A,混,35840
2025-07-28,湘潭,yh2A,母,11450
2025-07-28,徐州,csx5,公,13630
2025-07-29,安顺,hm3A,公,12480
2025-07-29,安远,ay2,母,8122
2025-07-29,安远,csx5,母,9010
2025-07-29,安远,uhmt2A,母,10130
2025-07-29,安远,uhmt2A,公,9290
2025-07-29,安远,xsx3,公,10150
2025-07-29,常州,ay2,母,6160
2025-07-29,常州,ay2,母,9880
2025-07-29,常州,ay2,公,6160
2025-07-29,常州,ehy5,母,3540
2025-07-29,常州,ehy5,公,3540
2025-07-29,常州,hm3A,公,9954
2025-07-29,常州,msx2,母,8955
2025-07-29,常州,msx2,公,8955
2025-07-29,常州,my3,母,4970
2025-07-29,常州,my3,公,4970
2025-07-29,常州,uhmt2,母,4745
2025-07-29,常州,uhmt2,公,4745
2025-07-29,常州,uhsh4,母,12580
2025-07-29,常州,uhsh4,公,12580
2025-07-29,重庆,uhsh4,公,17785
2025-07-29,阜阳,gmt2,公,9330
2025-07-29,阜阳,msx2,公,11030
2025-07-29,阜阳,my3,公,9875
2025-07-29,阜阳,uhy5B,公,7348
2025-07-29,河源,uhmt2A,公,10320
2025-07-29,惠州,hsx2,母,9760
2025-07-29,惠州,mmt2,母,9520
2025-07-29,惠州,msx3,母,9238
2025-07-29,惠州,myq2A,母,9451
2025-07-29,惠州,uhsh2,公,10112
2025-07-29,嘉兴,csx5,母,10000
2025-07-29,昆明,mpw3A,母,3991
2025-07-29,昆明,mpw3A,公,8170
2025-07-29,柳州,csx5,母,10215
2025-07-29,洛阳,ay2,公,13510
2025-07-29,南雄,csx5,母,9730
2025-07-29,南雄,uhmt2A,母,9515
2025-07-29,南雄,uhsh4,母,9840
2025-07-29,南雄,uhsh4,公,9840
2025-07-29,南阳,csx5,公,7985
2025-07-29,南阳,hl4,公,8500
2025-07-29,南阳,uhmt2A,公,10177
2025-07-29,韶关,csx5,母,15780
2025-07-29,韶关,ehsh4,母,6650
2025-07-29,韶关,uhy5B,母,7920
2025-07-29,韶关,yh2A,母,16775
2025-07-29,泰安,csx5,公,10240
2025-07-29,泰安,gmt2,公,9910
2025-07-29,台州,csx5,公,6400
2025-07-29,台州,gw5,混,10370
2025-07-29,台州,hl4,母,6150
2025-07-29,台州,uhmt2,母,4880
2025-07-29,台州,uhmt2,公,4880
2025-07-29,潍坊,csx5,公,16192
2025-07-29,潍坊,ehsh4,公,9868
2025-07-29,潍坊,gw5,混,12775
2025-07-29,潍坊,mjqZ5,公,9978
2025-07-29,梧州,uhsh4,母,13333
2025-07-29,徐州,csx5,公,10155
2025-07-29,徐州,uhmt2,公,9910
2025-07-30,安庆,bx2A,混,31130
2025-07-30,安远,ay2,母,8183
2025-07-30,安远,ehshZ4,母,8780
2025-07-30,安远,hsx2,公,7000
2025-07-30,常州,ay2,母,9700
2025-07-30,常州,ay2,公,9700
2025-07-30,常州,cmt1,母,7750
2025-07-30,常州,csx5,母,13445
2025-07-30,常州,csx5,公,13445
2025-07-30,常州,gw5,混,11100
2025-07-30,常州,mjh5,母,12560
2025-07-30,常州,my3,母,4925
2025-07-30,常州,my3,公,4925
2025-07-30,常州,uhsh4,母,3615
2025-07-30,常州,uhsh4,公,3615
2025-07-30,重庆,uhsh4,公,9406
2025-07-30,阜阳,csx5,公,10290
2025-07-30,阜阳,ehy5,公,6980
2025-07-30,阜阳,gmt2A,公,8800
2025-07-30,阜阳,gw5,混,12930
2025-07-30,阜阳,my3,公,19360
2025-07-30,河源,uhmt1A,母,7929
2025-07-30,惠州,gw5,混,13000
2025-07-30,惠州,uhy5B,母,12000
2025-07-30,嘉兴,ehmt2A,公,9810
2025-07-30,嘉兴,gw5,混,13280
2025-07-30,嘉兴,xsx3,公,9320
2025-07-30,柳州,csx4,母,15340
2025-07-30,洛阳,ay2,公,10385
2025-07-30,洛阳,csx5,公,11155
2025-07-30,洛阳,ehshZ4,公,10690
2025-07-30,洛阳,hl4,公,9600
2025-07-30,南雄,csx5,母,7840
2025-07-30,南雄,hl4,母,8555
2025-07-30,南雄,hl4,公,8625
2025-07-30,平顶山,mjh5,公,11000
2025-07-30,平顶山,mjq5A,公,9551
2025-07-30,韶关,uhy5B,母,15992
2025-07-30,泰安,ehshZ4,公,9715
2025-07-30,泰安,my3,公,8550
2025-07-30,台州,csx5,母,4195
2025-07-30,台州,csx5,母,6840
2025-07-30,台州,csx5,公,4195
2025-07-30,台州,my3,母,7860
2025-07-30,台州,uhmt2,公,8500
2025-07-30,潍坊,ay2,公,9370
2025-07-30,潍坊,csx5,公,23700
2025-07-30,扬州,ehy5,母,11085
2025-07-30,扬州,ehy5,公,11245
2025-07-31,安远,ay2,母,8271
2025-07-31,安远,uhmt2A,母,14960
2025-07-31,常州,ay2,公,10010
2025-07-31,常州,csx5,母,16640
2025-07-31,常州,csx5,公,16640
2025-07-31,常州,hsx2,母,4410
2025-07-31,常州,hsx2,公,4410
2025-07-31,常州,mjqZ5,母,13210
2025-07-31,常州,mjqZ5,公,13210
2025-07-31,常州,uhmt2,母,5440
2025-07-31,常州,uhmt2,公,5440
2025-07-31,常州,yh3A,公,10536
2025-07-31,常州,ymt2,母,5095
2025-07-31,常州,ymt2,公,5095
2025-07-31,重庆,ehshZ4,公,10174
2025-07-31,阜阳,ay2,公,14840
2025-07-31,阜阳,ehsh4,公,10200
2025-07-31,阜阳,uhy5B,公,16000
2025-07-31,合肥,bx4A,混,32720
2025-07-31,合肥,ehy5,公,8160
2025-07-31,河源,ay2,母,10820
2025-07-31,河源,ehshZ4,母,11100
2025-07-31,河源,hm3A,母,9487
2025-07-31,河源,uhy5B,母,11635
2025-07-31,河源,yh2A,母,8420
2025-07-31,惠州,ehshZ4,母,11070
2025-07-31,惠州,hm3A,母,25762
2025-07-31,惠州,uhmt2A,公,23080
2025-07-31,惠州,uhsh2,母,9068
2025-07-31,惠州,uhy5B,母,11603
2025-07-31,南雄,msx2+,母,11150
2025-07-31,南雄,uhmt2A,母,25655
2025-07-31,南雄,uhmt2A,公,8535
2025-07-31,南阳,csx5,公,10320
2025-07-31,南阳,ehmt3A,公,11485
2025-07-31,南阳,uhmt2A,公,13646
2025-07-31,韶关,csx5,母,15780
2025-07-31,韶关,uhsh4,母,12662
2025-07-31,韶关,yh2A,母,9985
2025-07-31,泰安,csx5,公,9920
2025-07-31,台州,ay2,公,13100
2025-07-31,台州,hsx2,公,13515
2025-07-31,台州,mjqZ5,母,3200
2025-07-31,台州,mjqZ5,公,4960
2025-07-31,台州,mjqZ5,公,3200
2025-07-31,台州,uhsh4,母,4030
2025-07-31,台州,uhsh4,公,8700
2025-07-31,潍坊,csx5,公,9280
2025-07-31,潍坊,ehshZ4,公,12945
2025-07-31,潍坊,my4,公,11325
2025-07-31,梧州,uhsh4,母,14336
2025-07-31,湘潭,bx4A,混,35715
2025-07-31,湘潭,yh2A,母,11560
2025-07-31,徐州,csx5,公,14160
